"domain","price","tld","sld_length","create_date","matched_stem"
"premiumleasingservices.com","186","com","22","2025-11-17 21:50:06","leasing"
"auditablereasoning.com","195","com","18","2026-07-31 03:00:58","audit"
"windowrepairseattle.com","195","com","19","2026-08-31 18:15:45","window"
"aidesignshelf.com","199.98","com","13","2025-09-03 20:36:45","design"
"automationsss.com","199.99","com","13","2022-10-11 17:59:05","automation"
"ecocleaningforce.com","199","com","16","2026-06-04 20:40:18","cleaning"
"financebabes.com","199","com","12","2024-05-19 12:59:33","finance"
"informationreleases.com","199","com","19","2023-10-17 03:23:28","lease"
"intagentic.com","199","com","10","2025-12-16 03:02:24","agent"
"investmentsstrategies.com","199","com","21","2023-10-17 04:47:33","invest"
"kitchenbake.com","199","com","11","2026-01-25 19:47:21","kitchen"
"paydaybusinessloans.com","199","com","19","2026-07-23 00:12:39","loan"
"placetoinvest.com","199","com","13","2023-10-17 04:56:23","invest"
"realmyloans.com","199","com","11","2026-07-23 00:12:06","loan"
"technologyequipment.com","199","com","19","2023-10-17 04:38:02","equipment"
"travelbirdsrilanka.com","199.99","com","18","2025-07-26 10:45:29","travel"
"travelnavigation.com","199","com","16","2023-10-17 04:38:20","travel"
"clearviewexteriorcleaning.com","200","com","25","2025-11-27 16:21:37","cleaning"
"coffeecoldbrew.com","200","com","14","2026-03-24 08:39:31","coffee"
"coffeepourhouse.com","200","com","15","2026-03-24 09:13:16","coffee"
"dallaspethotel.com","200","com","14","2026-03-25 02:28:55","hotel"
"eliteroofings.com","200","com","13","2025-02-06 13:39:10","roofing"
"gilmerwentleyswebdesigncorporation.com","200","com","34","2025-03-24 20:26:45","webdesign;design"
"hirefaang.com","200","com","9","2026-07-15 04:06:13","hire"
"nycpethotel.com","200","com","11","2026-03-25 02:27:52","hotel"
"softrobotech.com","200","com","12","2024-12-05 06:26:45","robot"
"warrentravels.com","200","com","13","2026-06-01 16:52:14","travel"
"residentialcleaningboston.com","225","com","25","2025-09-07 19:30:48","cleaning"
"travelcribbage.com","225","com","14","2021-05-11 11:03:14","travel"
"agentictire.com","228","com","11","2026-05-24 09:42:07","agent"
"primehomeloanshub.com","249","com","17","2026-03-18 14:46:49","loan"
"agentdau.com","250","com","8","2026-04-08 18:53:53","agent"
"aiagentmau.com","250","com","10","2026-04-08 18:54:41","agent"
"beachcitytravel.com","250","com","15","2026-08-09 17:27:42","travel"
"boutiquehotelsasia.com","250","com","18","2024-09-06 10:59:19","hotel"
"brightonparking.com","250","com","15","2025-11-23 20:19:07","parking"
"coffeecortado.com","250","com","13","2026-03-24 08:50:13","coffee"
"coffeeespressobar.com","250","com","17","2026-04-07 09:59:04","coffee"
"coffeeroasthouse.com","250","com","16","2026-03-24 09:08:46","coffee"
"coffeetonics.com","250","com","12","2026-03-24 09:05:06","coffee"
"freshkitchenherbs.com","250","com","17","2026-06-01 16:41:42","kitchen"
"herzinvestor.com","250","com","12","2024-12-11 01:23:21","invest"
"kitchenherbgarden.com","250","com","17","2026-06-01 16:42:55","kitchen;garden"
"mansiondesigns.com","250","com","14","2025-08-28 16:48:44","design"
"newyorkindustrialroofing.com","250","com","24","2025-12-17 09:17:53","roofing"
"orlandotraveldeals.com","250","com","18","2025-11-29 17:38:10","travel"
"prosperity-solar.com","250","com","16","2026-08-10 01:58:44","solar"
"roofingcontractorslosangeles.com","250","com","28","2025-09-08 19:34:15","roofing"
"rootedpagesdesign.com","250","com","17","2026-03-27 23:19:55","design"
"rrealdesigns.com","250","com","12","2026-06-01 16:50:04","design"
"seizethetravel.com","250","com","14","2025-12-05 13:45:15","travel"
"wuxiwokescaffolding.com","250","com","19","2024-03-19 21:24:55","scaffolding"
"caninetelehealth.com","259","com","16","2026-08-04 19:35:25","health"
"penedahotel.com","280","com","11","2026-05-22 13:38:55","hotel"
"calgaryroofingcontractor.com","295","com","24","2025-11-25 22:34:54","roofing"
"cleaningservicemilwaukee.com","295","com","24","2025-03-22 23:17:48","cleaning"
"cleaningservicesspokane.com","295","com","23","2025-10-31 15:15:07","cleaning"
"monetizationcalculator.com","295","com","22","2024-01-17 04:08:59","calculator"
"topkitchenette.com","297","com","14","2026-07-31 20:44:40","kitchen"
"coffeepopup.com","299","com","11","2022-01-16 23:24:43","coffee"
"cornwallcarpetcleaning.com","299","com","22","2024-09-26 00:32:49","cleaning"
"designmywear.com","299","com","12","2024-12-29 08:28:09","design"
"healthsimplifiedclinic.com","299","com","22","2026-02-09 18:11:32","health"
"hirevice.com","299","com","8","2026-06-03 13:36:54","hire"
"hushkitchen.com","299","com","11","2026-05-18 07:04:22","kitchen"
"investedcash.com","299","com","12","2023-11-13 20:21:32","invest"
"investorstraders.com","299","com","16","2023-10-16 18:36:01","invest"
"onlinecryptoinvest.com","299","com","18","2025-12-09 19:32:58","invest"
"rerouteagent.com","299","com","12","2026-08-23 17:51:12","agent"
"agenticaiagentapps.com","300","com","18","2026-04-30 00:44:27","agent"
"aiiihealth.com","300","com","10","2026-03-18 10:40:28","health"
"boiagent.com","300","com","8","2025-10-03 20:45:25","agent"
"cleaningvirginiabeach.com","300","com","21","2025-11-02 21:09:20","cleaning"
"containergardenherbs.com","300","com","20","2026-06-01 16:40:09","garden"
"designdetection.com","300","com","15","2026-01-31 11:01:54","design"
"editabledesign.com","300","com","14","2025-11-14 07:48:30","design"
"monctonroofing.com","300","com","14","2026-03-02 19:47:25","roofing"
"raisedgardenherbs.com","300","com","17","2026-06-01 16:48:29","garden"
"roostcoffeehouse.com","300","com","16","2026-04-30 18:32:05","coffee"
"sevillacasino.com","300","com","13","2026-01-06 12:25:38","villa"
"starhotellondon.com","300","com","15","2025-09-12 23:42:55","hotel"
"villabrittany.com","300","com","13","2025-09-01 10:04:33","villa"
"worldgolfvacations.com","300","com","18","2023-01-18 02:07:00","golf"
"lakewoodautoinsurance.com","325","com","21","2026-02-16 11:42:03","insurance"
"travelphi.com","332.98","com","9","2025-11-25 14:21:56","travel"
"affiliatecalculator.com","350","com","19","2024-01-17 04:08:32","calculator"
"leaseholderclaims.com","350","com","17","2025-12-03 14:32:56","lease"
"loancontacts.com","350","com","12","2020-07-18 20:34:23","loan"
"psddesigntemplates.com","350","com","18","2023-05-02 17:44:25","design"
"stephaniewestdesigns.com","350","com","20","2026-06-24 08:00:06","design"
"booagent.com","375","com","8","2026-05-08 13:49:24","agent"
"chicagosolargroup.com","375","com","17","2026-09-01 08:45:25","solar"
"sanantoniopoolcleaning.com","375","com","22","2026-02-23 00:04:50","cleaning"
"repairofroofing.com","380","com","15","2026-01-10 16:09:05","roofing"
"kitchenremodeltucson.com","394.98","com","20","2025-08-25 21:30:21","kitchen"
"apmentalhealth.com","395","com","14","2026-04-07 00:53:53","health"
"municipalcoffee.com","395","com","15","2023-10-21 04:49:12","coffee"
"carpetcleaningnorthmyrtlebeach.com","399","com","30","2026-02-27 14:01:51","cleaning"
"goldenassetloans.com","399","com","16","2026-03-18 14:47:47","loan"
"websitestatschecker.com","399.95","com","19","2021-01-14 08:38:07","website"
"coffeeflatwhite.com","400","com","15","2026-03-24 08:46:09","coffee"
"kitchenuncover.com","400","com","14","2026-03-11 14:25:45","kitchen"
"quickhealthinsurancequotes.com","400","com","26","2024-08-28 21:43:16","insurance;health"
"travelingedibles.com","400","com","16","2025-04-04 13:58:01","travel"
"technicalfinancesolutions.com","419.99","com","25","2025-06-08 17:35:19","finance"
"solarhousesigns.com","425","com","15","2021-09-30 12:59:58","solar"
"scottsdalehealthinsurance.com","449","com","25","2026-07-06 23:55:33","insurance;health"
"agentmau.com","450","com","8","2026-04-08 18:53:00","agent"
"chicagorentalagents.com","450","com","19","2026-04-06 15:08:18","agent"
"coldmortgage.com","450","com","12","2025-10-15 23:24:38","mortgage"
"paidcarparking.com","450","com","14","2026-04-08 18:49:56","parking"
"agentsoffer.com","459","com","11","2026-05-13 22:31:51","agent"
"whichsolarcar.com","460","com","13","2021-01-20 13:51:38","solar"
"ohcleaningservice.com","474.98","com","17","2026-02-22 07:45:06","cleaning"
"radix2design.com","477","com","12","2023-07-17 03:02:40","design"
"healthinsuranceomaha.com","479","com","20","2025-09-25 03:34:49","insurance;health"
"heavenlyscentscleaning.com","479","com","22","2026-07-20 11:46:46","cleaning"
"dallaskitchendesign.com","488","com","19","2024-10-14 22:08:07","design;kitchen"
"idpagentic.com","488","com","10","2025-12-04 21:07:54","agent"
"newyorkmicrofinance.com","488","com","19","2024-10-14 22:28:28","finance"
"petroleumequipmentsolutions.com","488","com","27","2025-11-10 18:26:34","equipment"
"agenttrustworks.com","499","com","15","2026-08-31 16:13:02","agent"
"bankingtraction.com","499","com","15","2026-08-05 11:23:30","banking"
"clutch-cleaning.com","499","com","15","2026-07-27 23:50:12","cleaning"
"exposedcoffee.com","499","com","13","2023-10-21 04:49:32","coffee"
"ivanskitchens.com","499","com","13","2025-11-11 20:32:03","kitchen"
"memphis-roofing.com","499","com","15","2025-12-28 17:05:26","roofing"
"primeirvineloans.com","499","com","16","2026-03-18 14:48:25","loan"
"protectyourhealthnow.com","499.99","com","20","2024-09-09 14:35:13","health"
"refillagent.com","499","com","11","2026-08-30 05:04:24","agent"
"solarflock.com","499.99","com","10","2025-10-14 13:47:45","solar"
"solarflocks.com","499.99","com","11","2025-10-14 13:48:38","solar"
"agenticbookkeeping.com","500","com","18","2026-06-11 07:39:45","agent"
"agentyuki.com","500","com","9","2025-05-09 12:12:28","agent"
"agiletravelvisa.com","500","com","15","2026-08-29 05:04:15","travel"
"ai-smartautomation.com","500","com","18","2026-02-14 19:21:55","automation"
"aidesignarchive.com","500","com","15","2025-09-03 20:36:33","design"
"allsolarcleaners.com","500","com","16","2026-05-14 12:02:03","solar"
"allyourloans.com","500","com","12","2023-01-08 17:52:40","loan"
"americasgardencenter.com","500","com","20","2022-10-25 20:13:47","garden"
"anydayhealthcare.com","500","com","16","2025-12-21 17:20:55","health"
"auditorjob.com","500","com","10","2026-04-08 00:54:38","audit"
"bakotraveler.com","500","com","12","2026-04-28 20:15:46","travel"
"besthealthfl.com","500","com","12","2024-08-28 21:45:06","health"
"bestinternationaltravelinsurance.com","500","com","32","2026-07-20 23:32:46","insurance;travel"
"biometricinvesting.com","500","com","18","2025-08-10 11:47:32","invest"
"boardgamedesigners.com","500","com","18","2022-11-24 01:52:50","design"
"dohahotelpark.com","500","com","13","2024-12-04 20:51:40","hotel"
"domreptravel.com","500","com","12","2026-05-14 12:18:32","travel"
"edmontonkitchenremodel.com","500","com","22","2026-04-17 00:08:49","kitchen"
"flaiagents.com","500","com","10","2025-09-28 21:42:59","agent"
"floridaiagents.com","500","com","14","2025-09-28 21:42:43","agent"
"healthcare-marketer.com","500","com","19","2025-06-30 18:29:25","health"
"healthkin.com","500","com","9","2025-03-19 16:37:12","health"
"holidaysloans.com","500","com","13","2025-05-03 15:34:14","loan"
"kenaridesign.com","500","com","12","2026-08-05 06:57:04","design"
"londonsolarinstallers.com","500","com","21","2026-01-28 17:39:48","solar"
"mortgagecruncher.com","500","com","16","2021-04-26 20:02:51","mortgage"
"mortgagelendingnashville.com","500","com","24","2025-08-12 22:35:51","mortgage"
"patanjalihealth.com","500","com","15","2023-10-19 15:43:49","health"
"perkcalculator.com","500","com","14","2023-06-18 02:57:51","calculator"
"thebakotraveler.com","500","com","15","2026-04-28 20:17:07","travel"
"tripointesolar.com","500","com","14","2024-06-16 06:38:40","solar"
"worshipreleaseconsulting.com","500","com","24","2026-06-28 22:06:15","lease"
"bankingtides.com","501","com","12","2024-11-18 16:30:57","banking"
"atelierfordesign.com","545","com","16","2026-01-29 15:33:53","design"
"healthyinparis.com","547","com","14","2026-04-10 09:35:45","health"
"mariascleaningpros.com","549","com","18","2025-12-16 19:55:40","cleaning"
"bigpixeldesign.com","550","com","14","2026-03-06 00:57:24","design"
"dallasgroupinsurance.com","550","com","20","2026-04-09 16:01:31","insurance"
"roboticsin.com","550","com","10","2022-02-15 11:14:16","robot"
"healthcaremedications.com","575","com","21","2025-11-19 22:35:55","health"
"houstoncleaningpro.com","580","com","18","2025-11-10 18:38:31","cleaning"
"heavensbestcarpetcleaning.com","589","com","25","2025-11-02 15:59:31","cleaning"
"vegasmortgagebrokers.com","596","com","20","2025-09-05 21:31:27","mortgage"
"middletoncarpetcleaning.com","599","com","23","2025-11-23 09:22:32","cleaning"
"toptucsonagents.com","599","com","15","2026-06-09 04:26:50","agent"
"ebankingapi.com","600","com","11","2026-02-02 20:59:09","banking"
"ohcleaning.com","600","com","10","2026-05-21 17:35:17","cleaning"
"hairtransplanttravel.com","649","com","20","2020-09-01 14:51:50","travel"
"restorehairtravel.com","649","com","17","2020-09-01 14:52:07","travel"
"multiwayrobot.com","688","com","13","2026-05-16 16:09:03","robot"
"aiagenticads.com","699","com","12","2026-07-01 18:24:49","agent"
"cleaningkeys.com","699","com","12","2026-06-01 19:29:21","cleaning"
"freetodesign.com","699","com","12","2021-07-09 10:31:43","design"
"dentaltravelmexico.com","700","com","18","2023-07-17 23:13:11","travel"
"globalhotelsuppliers.com","700","com","20","2026-03-24 19:40:17","hotel"
"homecleaningtampa.com","700","com","17","2025-12-10 16:29:33","cleaning"
"kotitravel.com","700","com","10","2025-06-20 20:55:17","travel"
"bestfloridahealthinsurance.com","750","com","26","2024-08-28 21:44:47","insurance;health"
"distancediscgolf.com","750","com","16","2023-04-23 15:15:10","golf"
"floridabesthealth.com","750","com","17","2024-08-28 21:45:27","health"
"healthcrux.com","750","com","10","2025-03-19 16:33:49","health"
"limitedagents.com","750","com","13","2026-06-26 20:09:57","agent"
"naturalhealthycarereviews.com","750","com","25","2026-04-08 00:53:19","health"
"pompanoaircraft.com","750","com","15","2024-02-29 00:04:42","aircraft"
"pratermountainhealth.com","750","com","20","2025-01-17 00:32:00","health"
"pratermountainhealthclinic.com","750","com","26","2025-01-17 00:29:29","health"
"bestcarinsuranceproviders.com","799","com","25","2025-11-28 05:42:28","insurance"
"dellunahotel.com","799","com","12","2024-07-28 20:33:19","hotel"
"friscoroofingco.com","799","com","15","2026-03-07 04:56:59","roofing"
"goldencapitalloans.com","799","com","18","2026-03-18 14:50:08","loan"
"investnetworth.com","799","com","14","2021-03-29 04:02:11","invest"
"windowtintingfremont.com","799","com","20","2026-08-13 10:44:50","window"
"atlasroofingsolutions.com","800","com","21","2025-11-25 14:48:12","roofing"
"hotelkrolewski.com","800","com","14","2021-10-15 08:23:55","hotel"
"kitchenprop.com","800","com","11","2026-06-17 11:07:35","kitchen"
"montagehomedesign.com","800","com","17","2025-12-17 19:45:30","design"
"ocbuyeragent.com","800","com","12","2021-03-29 03:59:45","agent"
"tellainvestment.com","800","com","15","2023-03-26 16:10:23","invest"
"str8finance.com","820","com","11","2021-01-20 13:43:46","finance"
"wokescaffolding.com","850","com","15","2024-03-19 21:26:45","scaffolding"
"chicagokitchendesigner.com","888","com","22","2026-08-05 17:42:33","design;kitchen"
"elitecarsleasing.com","888","com","16","2025-11-09 16:59:21","leasing"
"frameragent.com","888","com","11","2026-07-30 18:04:12","agent"
"leasetokyo.com","888","com","10","2025-11-13 09:56:34","lease"
"parkingpie.com","888","com","10","2021-03-29 04:53:30","parking"
"solarara.com","888","com","8","2026-01-14 01:40:44","solar"
"unholyagent.com","888","com","11","2026-08-22 22:54:00","agent"
"agentaicontent.com","895","com","14","2026-03-12 15:51:55","agent"
"cheapprivateinsurance.com","899","com","21","2025-09-12 14:33:27","insurance"
"designcostumes.com","899","com","14","2023-01-26 00:14:42","design"
"elitehomeloanpro.com","899","com","16","2026-03-18 14:41:29","loan"
"giacomoscoffee.com","899","com","14","2023-05-30 22:07:03","coffee"
"drencheddesign.com","900","com","14","2023-10-11 22:39:23","design"
"healthpan.com","900","com","9","2025-03-19 16:27:13","health"
"kitchenclicks.com","900","com","13","2025-04-19 14:37:53","kitchen"
"parkingblocker.com","900","com","14","2025-01-23 16:28:41","parking"
"excelwebsite.com","938","com","12","2026-06-29 04:06:00","website"
"alterrasolar.com","949","com","12","2026-07-22 22:09:24","solar"
"agentsreasoning.com","963","com","15","2026-02-28 02:14:29","agent"
"kitchenremodelingquotes.com","975","com","23","2025-05-06 16:48:03","kitchen"
"dentalhealtharlington.com","979","com","21","2025-10-04 20:42:03","health"
"cryptobankingregs.com","980","com","17","2025-08-01 05:57:39","banking"
"coffeeshipping.com","995","com","14","2026-05-16 02:08:59","coffee"
"golfingclass.com","995","com","12","2026-06-02 15:14:24","golf"
"mindpalacegarden.com","995","com","16","2026-05-06 06:56:18","garden"
"tampainvest.com","995","com","11","2026-07-06 23:56:25","invest"
"sonomawebdesign.com","998","com","15","2025-09-12 22:39:47","webdesign;design"
"sonomawebsitedesign.com","998.99","com","19","2025-09-12 22:38:55","website;design"
"agenticintegrations.com","999","com","19","2025-12-16 03:04:13","agent"
"dhakawebdesign.com","999","com","14","2021-11-29 02:04:51","webdesign;design"
"faithtravelcenter.com","999","com","17","2020-12-08 21:57:31","travel"
"freetravelfriends.com","999","com","17","2021-07-09 10:33:29","travel"
"internationalhealthoptions.com","999.98","com","26","2024-08-28 21:45:56","health"
"islamictravelcenter.com","999","com","19","2020-12-08 21:47:51","travel"
"mimicleaning.com","999","com","12","2026-02-01 21:52:21","cleaning"
"preworkoutcoffee.com","999","com","16","2022-01-16 23:11:05","coffee"
"shanerroofing.com","999","com","13","2024-09-11 01:51:07","roofing"
"silverobot.com","999","com","10","2026-02-20 02:16:59","robot"
"website4everyone.com","999","com","16","2020-10-29 19:27:48","website"
"websiteforeveryone.com","999","com","18","2020-10-29 19:29:13","website"
"windowsformacusers.com","999","com","18","2021-12-30 17:53:39","window"
"worldhealthprotection.com","999.99","com","21","2024-08-28 21:46:15","health"
"agentbackup.com","1000","com","11","2025-05-09 12:23:59","agent"
"agentfoundryai.com","1000","com","14","2025-11-02 14:51:03","agent"
"agentkitsetup.com","1000","com","13","2026-02-10 04:41:40","agent"
"agentsoversight.com","1000","com","15","2026-06-19 13:58:08","agent"
"aigardener.com","1000","com","10","2023-02-02 20:56:11","garden"
"antalyapethotel.com","1000","com","15","2024-11-10 11:00:35","hotel"
"australiahires.com","1000","com","14","2026-06-19 10:25:58","hire"
"averratravels.com","1000","com","13","2025-09-29 14:47:03","travel"
"boisetravelingphotobooth.com","1000","com","24","2023-03-21 20:28:38","travel"
"boisetravelingphotobooths.com","1000","com","25","2023-03-21 20:28:15","travel"
"buildforagentkit.com","1000","com","16","2026-02-10 04:37:55","agent"
"cheapseniorlifeinsurance.com","1000","com","24","2021-10-09 00:51:28","insurance"
"creditscenes.com","1000","com","12","2025-01-30 20:37:54","credit"
"designedinutah.com","1000","com","14","2025-08-04 18:11:06","design"
"ebankingauth.com","1000","com","12","2026-01-17 16:58:35","banking"
"falconhealthai.com","1000","com","14","2026-08-01 16:35:08","health"
"gardenstatetech.com","1000","com","15","2024-10-10 17:10:17","garden"
"gardenstateweb.com","1000","com","14","2020-11-17 18:05:50","garden"
"getreadyforagentkit.com","1000","com","19","2026-02-10 04:41:09","agent"
"golfguts.com","1000","com","8","2025-01-31 20:52:25","golf"
"graphicdesignergoldcoast.com","1000","com","24","2025-02-05 04:50:45","design"
"greenmountaingolf.com","1000","com","17","2026-05-29 01:41:03","golf"
"greenmountainminigolf.com","1000","com","21","2026-05-29 01:41:23","golf"
"healthyj.com","1000","com","8","2026-04-13 17:30:43","health"
"homescreenhealth.com","1000","com","16","2026-08-13 14:27:45","health"
