Domain,Buy Now Price,Floor Price,Min Offer,Lease to Own,Max Lease Period,Sale Lander,Show Buy Now Option,Show Lease to Own Option,Show Make Offer Option,Hidden,TLD,Date Added (UTC),Listing Status,Fast Transfer,Views,Leads,30-day Unique Searches,90-day Unique Searches,365-day Unique Searches,30-day Total Searches,90-day Total Searches,365-day Total Searches,GoDaddy NS
banker.uk,0,0,120000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bankmortgagerates.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
banksavingsrates.com,0,0,30000,N,-,Custom Lander,N,N,Y,N,com,Sat Oct 26 2024,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bankssavingsrates.com,0,0,30000,N,-,Custom Lander,N,N,Y,N,com,Sat Oct 26 2024,Listed,Pending Review,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
banneradscreator.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Pending Review,6,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bargaingadgets.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
barriogotico.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
barwagen.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
basementflat.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
beadblasters.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon Dec 29 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
beekar.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
beerspoilage.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bespokemortgages.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
besthealthinsurancerates.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bestinsurancedeal.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bestinsurancedeal.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bestinsurancedeals.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,3,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bestinsurancedeals.uk,0,0,30000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bestinsurancequote.uk,0,0,30000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bestinsurancequotes.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bestinsurancerate.co.uk,0,0,30000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bestinsurancerate.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bestinsurancerates.co.uk,0,0,30000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bestinsurancerates.uk,0,0,30000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bestlandlordinsurancerate.co.uk,0,0,30000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bicicletasplegables.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Pending Review,4,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bicycleholders.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon Dec 29 2025,Listed,Pending Review,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bigdata.org.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,org.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bigdomains.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bigotime.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Pending Review,83,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bigxmas.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bikecables.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Pending Review,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bin-lorries.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
binlorries.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
biphene.com,0,0,30000,N,-,Custom Lander,N,N,Y,N,com,Sat Oct 26 2024,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bitesizejewelry.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Registrar Not Eligible,9,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bleusaphir.com,0,10000,10000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bleute.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,3,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
boatrepairs.co.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bodybeautiful.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bodybeauty.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bodycream.co.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bodylotions.co.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,2,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bodymassindex.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
boiler-installation.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
boiler-part.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
boiler-spare.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
boiler-spares.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
boilerpart.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
book-air-taxi.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
boreholesubmersibles.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
botdesign.co.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
botdesign.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
boxing-tickets.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
boxingonline.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Pending Review,2,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bridging-loan.net,0,0,30000,N,-,Custom Lander,N,N,Y,N,net,Sat Oct 26 2024,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
brochuredesign.com,0,0,30000,N,-,Custom Lander,N,N,Y,N,com,Sat Oct 26 2024,Listed,Pending Review,3,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
brochuresdesign.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Opt-in Required,3,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
buildingsocietyrates.co.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bulbous.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bulkdiamonds.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
bulldozerlease.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
business-lenders.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
businessaudit.co.uk,25000,25000,12000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
businessaudit.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
businesschristmasgifts.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
businesschristmasgifts.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
businesscloudsoftware.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
businesscredithelp.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon Dec 29 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
businessfinances.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
businessgiftideas.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
businesshealthcare.co.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
businesshealthcare.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
businessinsurancequotation.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
businessloaneligibility.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
businessstrategy.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
businessventurecapital.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,2,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
