Domain Name,Selling Option,For Sale,Price,Minimum Price,Currency,Action Type
amantini.com,MAKE_OFFER,yes,,,,
analyticscentral.com,MAKE_OFFER,yes,,,,
anatinae.com,MAKE_OFFER,yes,,,,
animalcleaner.com,MAKE_OFFER,yes,,,,
ankeren.com,MAKE_OFFER,yes,,,,
anthonyappleby.com,MAKE_OFFER,yes,,,,
antywir.com,MAKE_OFFER,yes,,,,
apartmentsloans.com,MAKE_OFFER,yes,,,,
apetlon.com,MAKE_OFFER,yes,,,,
appareilsmenagers.com,MAKE_OFFER,yes,,,,
appleby.cv,MAKE_OFFER,yes,,,,
applejuicers.com,MAKE_OFFER,yes,,,,
applesorter.com,MAKE_OFFER,yes,,,,
aprj.com,MAKE_OFFER,yes,,,,
aproximar.com,MAKE_OFFER,yes,,,,
araignees.com,MAKE_OFFER,yes,,,,
arroseur.com,MAKE_OFFER,yes,,,,
articulas.com,MAKE_OFFER,yes,,,,
artisan-cheese.com,MAKE_OFFER,yes,,,,
artisan-cheeses.com,MAKE_OFFER,yes,,,,
asegurandovida.com,MAKE_OFFER,yes,,,,
athomeworkout.com,MAKE_OFFER,yes,,,,
atmosphericmodels.com,MAKE_OFFER,yes,,,,
auberginen.com,MAKE_OFFER,yes,,,,
auditingbusinesses.com,MAKE_OFFER,yes,,,,
australian-wine.com,MAKE_OFFER,yes,,,,
australiavilla.com,MAKE_OFFER,yes,,,,
auto-concierge.com,MAKE_OFFER,yes,,,,
auto-feeder.com,MAKE_OFFER,yes,,,,
auto-feeders.com,MAKE_OFFER,yes,,,,
autoinsurancechoices.com,MAKE_OFFER,yes,,,,
autoinsurancelead.com,MAKE_OFFER,yes,,,,
automate-website.com,MAKE_OFFER,yes,,,,
automatedcleaning.com,MAKE_OFFER,yes,,,,
automatic-website.com,MAKE_OFFER,yes,,,,
automaticvanhire.com,MAKE_OFFER,yes,,,,
automotive-lighting.com,MAKE_OFFER,yes,,,,
autopilotas.com,MAKE_OFFER,yes,,,,
autoverkehr.com,MAKE_OFFER,yes,,,,
avenueprivee.com,MAKE_OFFER,yes,,,,
averyvet.com,MAKE_OFFER,yes,,,,
badminton-racket.com,MAKE_OFFER,yes,,,,
badrumsmatta.com,MAKE_OFFER,yes,,,,
badskor.com,MAKE_OFFER,yes,,,,
bakkertjes.com,MAKE_OFFER,yes,,,,
balustradewire.com,MAKE_OFFER,yes,,,,
bancaras.com,MAKE_OFFER,yes,,,,
banksavingsrates.com,MAKE_OFFER,yes,,,,
bankssavingsrates.com,MAKE_OFFER,yes,,,,
banneradscreator.com,MAKE_OFFER,yes,,,,
bargaingadgets.com,MAKE_OFFER,yes,,,,
barriogotico.com,MAKE_OFFER,yes,,,,
barwagen.com,MAKE_OFFER,yes,,,,
basement-conversion.com,MAKE_OFFER,yes,,,,
basement-conversions.com,MAKE_OFFER,yes,,,,
beadblasters.com,MAKE_OFFER,yes,,,,
beekar.com,MAKE_OFFER,yes,,,,
beerspoilage.com,MAKE_OFFER,yes,,,,
bespoke-tailoring.com,MAKE_OFFER,yes,,,,
bespokefiredoors.com,MAKE_OFFER,yes,,,,
bestaccountingfirm.com,MAKE_OFFER,yes,,,,
bestcarjacks.com,MAKE_OFFER,yes,,,,
besttoolkits.com,MAKE_OFFER,yes,,,,
bi-fold-door.com,MAKE_OFFER,yes,,,,
bi-fold-doors.com,MAKE_OFFER,yes,,,,
bicicletasplegables.com,MAKE_OFFER,yes,,,,
bicycleholders.com,MAKE_OFFER,yes,,,,
bienenhaltung.com,MAKE_OFFER,yes,,,,
bifold-door.com,MAKE_OFFER,yes,,,,
bigotime.com,MAKE_OFFER,yes,,,,
bikecables.com,MAKE_OFFER,yes,,,,
bin-lorries.com,MAKE_OFFER,yes,,,,
binlorries.com,MAKE_OFFER,yes,,,,
biphene.com,MAKE_OFFER,yes,,,,
bitesizejewelry.com,MAKE_OFFER,yes,,,,
bleusaphir.com,MAKE_OFFER,yes,,,,
bleute.com,MAKE_OFFER,yes,,,,
boat-training.com,MAKE_OFFER,yes,,,,
boiler-installation.com,MAKE_OFFER,yes,,,,
boiler-part.com,MAKE_OFFER,yes,,,,
boiler-spare.com,MAKE_OFFER,yes,,,,
boiler-spares.com,MAKE_OFFER,yes,,,,
boilerpart.com,MAKE_OFFER,yes,,,,
book-air-taxi.com,MAKE_OFFER,yes,,,,
boreholesubmersibles.com,MAKE_OFFER,yes,,,,
boxing-tickets.com,MAKE_OFFER,yes,,,,
boxsashwindow.com,MAKE_OFFER,yes,,,,
boysholidays.com,MAKE_OFFER,yes,,,,
brewery-equipment.com,MAKE_OFFER,yes,,,,
brick-cutting.com,MAKE_OFFER,yes,,,,
brickcladdingsystems.com,MAKE_OFFER,yes,,,,
bridging-loan.net,MAKE_OFFER,yes,,,,
brochuredesign.com,MAKE_OFFER,yes,,,,
brochuresdesign.com,MAKE_OFFER,yes,,,,
bruisen.com,MAKE_OFFER,yes,,,,
bug-finding.com,MAKE_OFFER,yes,,,,
bulkdiamonds.com,MAKE_OFFER,yes,,,,
bulldozerlease.com,MAKE_OFFER,yes,,,,
business-audits.com,MAKE_OFFER,yes,,,,
business-laptops.com,MAKE_OFFER,yes,,,,
businessaiaudit.com,MAKE_OFFER,yes,,,,
businessaiaudits.com,MAKE_OFFER,yes,,,,
businesscloudsoftware.com,MAKE_OFFER,yes,,,,
businesscredithelp.com,MAKE_OFFER,yes,,,,
businessloaneligibility.com,MAKE_OFFER,yes,,,,
businessvehicleleasing.com,MAKE_OFFER,yes,,,,
businessventurecapital.com,MAKE_OFFER,yes,,,,
buyaprivateisland.com,MAKE_OFFER,yes,,,,
buybeaches.com,MAKE_OFFER,yes,,,,
buycookers.com,MAKE_OFFER,yes,,,,
buydarts.com,MAKE_OFFER,yes,,,,
buylodges.com,MAKE_OFFER,yes,,,,
buysellcastle.com,MAKE_OFFER,yes,,,,
buysportskit.com,MAKE_OFFER,yes,,,,
buyvehicleinsurance.com,MAKE_OFFER,yes,,,,
cabelolindo.com,MAKE_OFFER,yes,,,,
cabinet-makers.com,MAKE_OFFER,yes,,,,
cable-railing.com,MAKE_OFFER,yes,,,,
cablecontainment.com,MAKE_OFFER,yes,,,,
calculatormortgages.com,MAKE_OFFER,yes,,,,
calculatorsformortgage.com,MAKE_OFFER,yes,,,,
calendarsplanners.com,MAKE_OFFER,yes,,,,
camperhuur.com,MAKE_OFFER,yes,,,,
campervan-hire.com,MAKE_OFFER,yes,,,,
campervanroofs.com,MAKE_OFFER,yes,,,,
campingandcaravanpark.com,MAKE_OFFER,yes,,,,
canadianforestry.com,MAKE_OFFER,yes,,,,
capitalandinterest.com,MAKE_OFFER,yes,,,,
capitalrepaymentmortgage.com,MAKE_OFFER,yes,,,,
capitalrepaymentmortgages.com,MAKE_OFFER,yes,,,,
car-jacks.com,MAKE_OFFER,yes,,,,
car-phone-mount.com,MAKE_OFFER,yes,,,,
car-phone-mounts.com,MAKE_OFFER,yes,,,,
caravan-sites.com,MAKE_OFFER,yes,,,,
caravanparkhomes.com,MAKE_OFFER,yes,,,,
carbon-road-bike.com,MAKE_OFFER,yes,,,,
carbon-road-bikes.com,MAKE_OFFER,yes,,,,
carbootfair.com,MAKE_OFFER,yes,,,,
carhireireland.com,MAKE_OFFER,yes,,,,
carpentryfirst.com,MAKE_OFFER,yes,,,,
carpfisheries.com,MAKE_OFFER,yes,,,,
carremaps.com,MAKE_OFFER,yes,,,,
carsforchildren.com,MAKE_OFFER,yes,,,,
cassavaroot.com,MAKE_OFFER,yes,,,,
cavitywallextraction.com,MAKE_OFFER,yes,,,,
ccdimaging.com,MAKE_OFFER,yes,,,,
ccj-loan.com,MAKE_OFFER,yes,,,,
cebolleta.com,MAKE_OFFER,yes,,,,
cellobows.com,MAKE_OFFER,yes,,,,
cementcentre.com,MAKE_OFFER,yes,,,,
ceramic-floor-tiles.com,MAKE_OFFER,yes,,,,
chargebackcalculator.com,MAKE_OFFER,yes,,,,
chaussuresenfants.com,MAKE_OFFER,yes,,,,
cheapaircon.com,MAKE_OFFER,yes,,,,
cheapercapital.com,MAKE_OFFER,yes,,,,
cheapfastloan.com,MAKE_OFFER,yes,,,,
cheapparkingheathrow.com,MAKE_OFFER,yes,,,,
cheapshorttermloans.com,MAKE_OFFER,yes,,,,
cheapstick.com,MAKE_OFFER,yes,,,,
chef-prive.com,MAKE_OFFER,yes,,,,
cheshireseo.com,MAKE_OFFER,yes,,,,
chidele.com,MAKE_OFFER,yes,,,,
childjeans.com,MAKE_OFFER,yes,,,,
childrensportraits.com,MAKE_OFFER,yes,,,,
childrensportswear.com,MAKE_OFFER,yes,,,,
chillertrailer.com,MAKE_OFFER,yes,,,,
chillertrailers.com,MAKE_OFFER,yes,,,,
chocolatefountainhire.com,MAKE_OFFER,yes,,,,
choyes.com,MAKE_OFFER,yes,,,,
christmasjoyideas.com,MAKE_OFFER,yes,,,,
claddingpanels.com,MAKE_OFFER,yes,,,,
claimsolicitor.com,MAKE_OFFER,yes,,,,
client-accounts.com,MAKE_OFFER,yes,,,,
climbing-ropes.com,MAKE_OFFER,yes,,,,
codeintrospection.com,MAKE_OFFER,yes,,,,
cogk.com,MAKE_OFFER,yes,,,,
col-tec.com,MAKE_OFFER,yes,,,,
collateralfinancing.com,MAKE_OFFER,yes,,,,
comidacachorros.com,MAKE_OFFER,yes,,,,
commercialfitouts.com,MAKE_OFFER,yes,,,,
commercialpaintspraying.com,MAKE_OFFER,yes,,,,
commercialpoolequipment.com,MAKE_OFFER,yes,,,,
commercialvehiclehire.com,MAKE_OFFER,yes,,,,
commerciele.com,MAKE_OFFER,yes,,,,
communicador.com,MAKE_OFFER,yes,,,,
comovilla.com,MAKE_OFFER,yes,,,,
company-audits.com,MAKE_OFFER,yes,,,,
companyauditing.com,MAKE_OFFER,yes,,,,
companyjingles.com,MAKE_OFFER,yes,,,,
comparesavingsrates.com,MAKE_OFFER,yes,,,,
comparison-site.com,MAKE_OFFER,yes,,,,
compdoors.com,MAKE_OFFER,yes,,,,
compositebackdoors.com,MAKE_OFFER,yes,,,,
compositefrontdoors.com,MAKE_OFFER,yes,,,,
comprada.com,MAKE_OFFER,yes,,,,
comprarticket.com,MAKE_OFFER,yes,,,,
comptabilitat.com,MAKE_OFFER,yes,,,,
conciergist.com,MAKE_OFFER,yes,,,,
concrete-homes.com,MAKE_OFFER,yes,,,,
condommachines.com,MAKE_OFFER,yes,,,,
conference-microphones.com,MAKE_OFFER,yes,,,,
conjurar.com,MAKE_OFFER,yes,,,,
connect-travel.com,MAKE_OFFER,yes,,,,
constructionequipmentlease.com,MAKE_OFFER,yes,,,,
consumerdrone.com,MAKE_OFFER,yes,,,,
cooling-mattresses.com,MAKE_OFFER,yes,,,,
coolingmattresses.com,MAKE_OFFER,yes,,,,
cordless-vacuums.com,MAKE_OFFER,yes,,,,
cordlessmowers.com,MAKE_OFFER,yes,,,,
core-drilling.com,MAKE_OFFER,yes,,,,
core-renovation.com,MAKE_OFFER,yes,,,,
corksprayinsulation.com,MAKE_OFFER,yes,,,,
cornwallmarketing.com,MAKE_OFFER,yes,,,,
cornwallpromotions.com,MAKE_OFFER,yes,,,,
corporate-audits.com,MAKE_OFFER,yes,,,,
corporateinvitation.com,MAKE_OFFER,yes,,,,
cortexregistry.com,MAKE_OFFER,yes,,,,
costaricashipping.com,MAKE_OFFER,yes,,,,
cottagehire.com,MAKE_OFFER,yes,,,,
couriervans.com,MAKE_OFFER,yes,,,,
cranehireuk.com,MAKE_OFFER,yes,,,,
creditoinmobiliario.com,MAKE_OFFER,yes,,,,
ctscannerlease.com,MAKE_OFFER,yes,,,,
currency-changer.com,MAKE_OFFER,yes,,,,
currencyforecaster.com,MAKE_OFFER,yes,,,,
cursusinvesteren.com,MAKE_OFFER,yes,,,,
custom-jerseys.com,MAKE_OFFER,yes,,,,
custombunkers.com,MAKE_OFFER,yes,,,,
customcampervan.com,MAKE_OFFER,yes,,,,
customexhibitionstands.com,MAKE_OFFER,yes,,,,
cvconsultants.com,MAKE_OFFER,yes,,,,
cyber-attack-insurance.com,MAKE_OFFER,yes,,,,
daeter.com,MAKE_OFFER,yes,,,,
datennetze.com,MAKE_OFFER,yes,,,,
day-design.com,MAKE_OFFER,yes,,,,
debtsconsolidation.com,MAKE_OFFER,yes,,,,
debugging-with-ai.com,MAKE_OFFER,yes,,,,
debuggingwithai.com,MAKE_OFFER,yes,,,,
deckresurface.com,MAKE_OFFER,yes,,,,
deep-dive.uk,MAKE_OFFER,yes,,,,
degreecosts.com,MAKE_OFFER,yes,,,,
deium.com,MAKE_OFFER,yes,,,,
dekoriert.com,MAKE_OFFER,yes,,,,
delfiin.com,MAKE_OFFER,yes,,,,
delivery-driver-job.com,MAKE_OFFER,yes,,,,
delivery-driver-jobs.com,MAKE_OFFER,yes,,,,
deluxemeubelen.com,MAKE_OFFER,yes,,,,
dentalequipmentlease.com,MAKE_OFFER,yes,,,,
depositprotectionscheme.com,MAKE_OFFER,yes,,,,
designdiploma.com,MAKE_OFFER,yes,,,,
designdrones.com,MAKE_OFFER,yes,,,,
desobjets.com,MAKE_OFFER,yes,,,,
developmentarea.com,MAKE_OFFER,yes,,,,
dialyzers.com,MAKE_OFFER,yes,,,,
diamond-necklaces.com,MAKE_OFFER,yes,,,,
dieimmobilie.com,MAKE_OFFER,yes,,,,
diesel-center.com,MAKE_OFFER,yes,,,,
dieselstoragetanks.com,MAKE_OFFER,yes,,,,
dietarymeds.com,MAKE_OFFER,yes,,,,
digital-venue.com,MAKE_OFFER,yes,,,,
digitalfishfinder.com,MAKE_OFFER,yes,,,,
discountmailing.com,MAKE_OFFER,yes,,,,
discover-bugs.com,MAKE_OFFER,yes,,,,
discoverbugs.com,MAKE_OFFER,yes,,,,
distinguida.com,MAKE_OFFER,yes,,,,
documentanalyser.com,MAKE_OFFER,yes,,,,
documentintrospection.com,MAKE_OFFER,yes,,,,
dog-blanket.com,MAKE_OFFER,yes,,,,
dog-blankets.com,MAKE_OFFER,yes,,,,
dog-life-jackets.com,MAKE_OFFER,yes,,,,
door-knobs.com,MAKE_OFFER,yes,,,,
dorpje.com,MAKE_OFFER,yes,,,,
dorsetlodges.com,MAKE_OFFER,yes,,,,
drainclearance.com,MAKE_OFFER,yes,,,,
draught-excluders.com,MAKE_OFFER,yes,,,,
draughtexclusion.com,MAKE_OFFER,yes,,,,
dreamholidayvillas.com,MAKE_OFFER,yes,,,,
dreiraeder.com,MAKE_OFFER,yes,,,,
dressoirs.com,MAKE_OFFER,yes,,,,
driewielfiets.com,MAKE_OFFER,yes,,,,
drill-presses.com,MAKE_OFFER,yes,,,,
driveway-grids.com,MAKE_OFFER,yes,,,,
drivewaygrids.com,MAKE_OFFER,yes,,,,
drone-footage.com,MAKE_OFFER,yes,,,,
drone-maintenance.com,MAKE_OFFER,yes,,,,
droneroofsurvey.com,MAKE_OFFER,yes,,,,
dryingroom.com,MAKE_OFFER,yes,,,,
drymilling.com,MAKE_OFFER,yes,,,,
dubaiplacement.com,MAKE_OFFER,yes,,,,
dubaiwebsitedeveloper.com,MAKE_OFFER,yes,,,,
dumptruckinsurancedeals.com,MAKE_OFFER,yes,,,,
duurzaamenergie.com,MAKE_OFFER,yes,,,,
dynamic-balancing.com,MAKE_OFFER,yes,,,,
dyspeptic.com,MAKE_OFFER,yes,,,,
easypedestal.com,MAKE_OFFER,yes,,,,
ebarometer.com,MAKE_OFFER,yes,,,,
ecocampervans.com,MAKE_OFFER,yes,,,,
ecoheaters.com,MAKE_OFFER,yes,,,,
edderkopp.com,MAKE_OFFER,yes,,,,
edge-trimmer.com,MAKE_OFFER,yes,,,,
edge-trimmers.com,MAKE_OFFER,yes,,,,
editorialista.com,MAKE_OFFER,yes,,,,
eetz.com,MAKE_OFFER,yes,,,,
effectiveness.uk,MAKE_OFFER,yes,,,,
ehrung.com,MAKE_OFFER,yes,,,,
ejerleder.com,MAKE_OFFER,yes,,,,
ekcema.com,MAKE_OFFER,yes,,,,
electric-suv.com,MAKE_OFFER,yes,,,,
electric-suvs.com,MAKE_OFFER,yes,,,,
electriccarchargingpoints.com,MAKE_OFFER,yes,,,,
embrocate.com,MAKE_OFFER,yes,,,,
emplacar.com,MAKE_OFFER,yes,,,,
empower-group.com,MAKE_OFFER,yes,,,,
energietransport.com,MAKE_OFFER,yes,,,,
engaru.com,MAKE_OFFER,yes,,,,
engine-lease.com,MAKE_OFFER,yes,,,,
engineering-audit.com,MAKE_OFFER,yes,,,,
enterpriseauditing.com,MAKE_OFFER,yes,,,,
epdmrubberroofs.com,MAKE_OFFER,yes,,,,
equestres.com,MAKE_OFFER,yes,,,,
erdanker.com,MAKE_OFFER,yes,,,,
espines.com,MAKE_OFFER,yes,,,,
evaporative-cooling.com,MAKE_OFFER,yes,,,,
eventparkingmats.com,MAKE_OFFER,yes,,,,
excavador.com,MAKE_OFFER,yes,,,,
excavatorlease.com,MAKE_OFFER,yes,,,,
exchangemonies.com,MAKE_OFFER,yes,,,,
executive-saloon.com,MAKE_OFFER,yes,,,,
executive-saloons.com,MAKE_OFFER,yes,,,,
executivepersonas.com,MAKE_OFFER,yes,,,,
executivesaloon.com,MAKE_OFFER,yes,,,,
exhibition-display.com,MAKE_OFFER,yes,,,,
exhibitiontablecloths.com,MAKE_OFFER,yes,,,,
exploretobago.com,MAKE_OFFER,yes,,,,
extensioncostcalculator.com,MAKE_OFFER,yes,,,,
exterior-cleaning.com,MAKE_OFFER,yes,,,,
external-door.com,MAKE_OFFER,yes,,,,
extraboxes.com,MAKE_OFFER,yes,,,,
eyelinerbrushes.com,MAKE_OFFER,yes,,,,
facaderemediation.com,MAKE_OFFER,yes,,,,
fahrausweis.com,MAKE_OFFER,yes,,,,
fallingwaterdesignbuild.com,MAKE_OFFER,yes,,,,
familyestateplans.com,MAKE_OFFER,yes,,,,
farmequipmentlease.com,MAKE_OFFER,yes,,,,
farmingsensor.com,MAKE_OFFER,yes,,,,
farmsblog.com,MAKE_OFFER,yes,,,,
fastbridging.com,MAKE_OFFER,yes,,,,
feinstes.com,MAKE_OFFER,yes,,,,
fencing-wire.com,MAKE_OFFER,yes,,,,
fertilizerdispensers.com,MAKE_OFFER,yes,,,,
festivepresents.com,MAKE_OFFER,yes,,,,
filletingknives.com,MAKE_OFFER,yes,,,,
finance-analyst.com,MAKE_OFFER,yes,,,,
financeradio.com,MAKE_OFFER,yes,,,,
financerepairs.com,MAKE_OFFER,yes,,,,
financial-adviser.uk,MAKE_OFFER,yes,,,,
financialrestart.com,MAKE_OFFER,yes,,,,
financiert.com,MAKE_OFFER,yes,,,,
finanzblatt.com,MAKE_OFFER,yes,,,,
findinsurersonline.com,MAKE_OFFER,yes,,,,
fine-chocolate.com,MAKE_OFFER,yes,,,,
fine-chocolates.com,MAKE_OFFER,yes,,,,
fineartistbrushes.com,MAKE_OFFER,yes,,,,
fire-equipment.com,MAKE_OFFER,yes,,,,
fire-extinguisher.com,MAKE_OFFER,yes,,,,
fitness-bands.com,MAKE_OFFER,yes,,,,
fitness-trackers.com,MAKE_OFFER,yes,,,,
fitted-kitchen.com,MAKE_OFFER,yes,,,,
fitted-wardrobes.com,MAKE_OFFER,yes,,,,
fix-boiler.com,MAKE_OFFER,yes,,,,
fixedtermloan.com,MAKE_OFFER,yes,,,,
fixedtermloans.com,MAKE_OFFER,yes,,,,
fixedtermmortgages.com,MAKE_OFFER,yes,,,,
flat-search.com,MAKE_OFFER,yes,,,,
flechados.com,MAKE_OFFER,yes,,,,
fleetcarleasing.com,MAKE_OFFER,yes,,,,
flights.vin,MAKE_OFFER,yes,,,,
floatingpontoons.com,MAKE_OFFER,yes,,,,
flood-door.com,MAKE_OFFER,yes,,,,
floodmodelling.com,MAKE_OFFER,yes,,,,
floorchemicals.com,MAKE_OFFER,yes,,,,
flooring-tiles.com,MAKE_OFFER,yes,,,,
floorprinting.com,MAKE_OFFER,yes,,,,
flubbert.com,MAKE_OFFER,yes,,,,
foldingtricycle.com,MAKE_OFFER,yes,,,,
foldingtrikes.com,MAKE_OFFER,yes,,,,
food-bowls.com,MAKE_OFFER,yes,,,,
foodandwinehampers.com,MAKE_OFFER,yes,,,,
foodgrills.com,MAKE_OFFER,yes,,,,
foodsealers.com,MAKE_OFFER,yes,,,,
footballscotland.com,MAKE_OFFER,yes,,,,
footballticket.com,MAKE_OFFER,yes,,,,
foreign-exchange-rate.com,MAKE_OFFER,yes,,,,
foreign-exchange-rates.com,MAKE_OFFER,yes,,,,
forklaring.com,MAKE_OFFER,yes,,,,
foundationalmodel.com,MAKE_OFFER,yes,,,,
foundationalmodels.com,MAKE_OFFER,yes,,,,
free-credit-report-check.com,MAKE_OFFER,yes,,,,
freelanceuxdesigner.com,MAKE_OFFER,yes,,,,
fridgeorganizer.com,MAKE_OFFER,yes,,,,
frosted-window.com,MAKE_OFFER,yes,,,,
fume-extraction.com,MAKE_OFFER,yes,,,,
fundamentally-ai.com,MAKE_OFFER,yes,,,,
fundamentallyai.co.uk,MAKE_OFFER,yes,,,,
fundamentallyai.uk,MAKE_OFFER,yes,,,,
funicolare.com,MAKE_OFFER,yes,,,,
ga85.com,MAKE_OFFER,yes,,,,
gadgetti.com,MAKE_OFFER,yes,,,,
galerieprivee.com,MAKE_OFFER,yes,,,,
gameslink.com,MAKE_OFFER,yes,,,,
garden-furniture.uk,MAKE_OFFER,yes,,,,
gardenhandtools.com,MAKE_OFFER,yes,,,,
gardening-tools.net,MAKE_OFFER,yes,,,,
gebouwd.com,MAKE_OFFER,yes,,,,
geld-investeren.com,MAKE_OFFER,yes,,,,
geldexperten.com,MAKE_OFFER,yes,,,,
geldinvestieren.com,MAKE_OFFER,yes,,,,
genitalbeads.com,MAKE_OFFER,yes,,,,
geometrichomes.com,MAKE_OFFER,yes,,,,
german-suv.com,MAKE_OFFER,yes,,,,
german-suvs.com,MAKE_OFFER,yes,,,,
germansuv.com,MAKE_OFFER,yes,,,,
germansuvs.com,MAKE_OFFER,yes,,,,
getswimmingpool.com,MAKE_OFFER,yes,,,,
giftcatalogues.com,MAKE_OFFER,yes,,,,
gifthamper.net,MAKE_OFFER,yes,,,,
giftscardspresents.com,MAKE_OFFER,yes,,,,
giftxmas.com,MAKE_OFFER,yes,,,,
girlsholidays.com,MAKE_OFFER,yes,,,,
girlsvolleyball.co.uk,MAKE_OFFER,yes,,,,
girlsvolleyball.uk,MAKE_OFFER,yes,,,,
gjerder.com,MAKE_OFFER,yes,,,,
glamping-pod.com,MAKE_OFFER,yes,,,,
glass-extensions.com,MAKE_OFFER,yes,,,,
glass-roofs.com,MAKE_OFFER,yes,,,,
glassofficepartitioning.com,MAKE_OFFER,yes,,,,
glazingfilms.com,MAKE_OFFER,yes,,,,
glijbanen.com,MAKE_OFFER,yes,,,,
gluestore.com,MAKE_OFFER,yes,,,,
goldbrocade.com,MAKE_OFFER,yes,,,,
goldwerte.com,MAKE_OFFER,yes,,,,
golf-range.com,MAKE_OFFER,yes,,,,
golfsimhire.com,MAKE_OFFER,yes,,,,
goodsvehicles.com,MAKE_OFFER,yes,,,,
gootsteen.com,MAKE_OFFER,yes,,,,
gourmet-chocolates.com,MAKE_OFFER,yes,,,,
gourmethampers.net,MAKE_OFFER,yes,,,,
goworldcruise.com,MAKE_OFFER,yes,,,,
grafischdesign.com,MAKE_OFFER,yes,,,,
grand-pianos.com,MAKE_OFFER,yes,,,,
grannyannexes.com,MAKE_OFFER,yes,,,,
grass-mats.com,MAKE_OFFER,yes,,,,
grass-matting.com,MAKE_OFFER,yes,,,,
grass-protection-mats.com,MAKE_OFFER,yes,,,,
grassparkingmats.com,MAKE_OFFER,yes,,,,
graveldrives.com,MAKE_OFFER,yes,,,,
greatgiftsforcats.com,MAKE_OFFER,yes,,,,
greatgiftsfordogs.com,MAKE_OFFER,yes,,,,
greenpowerjuicers.com,MAKE_OFFER,yes,,,,
grit-spreaders.com,MAKE_OFFER,yes,,,,
ground-mesh.com,MAKE_OFFER,yes,,,,
ground-protection-mats.com,MAKE_OFFER,yes,,,,
guilhon.com,MAKE_OFFER,yes,,,,
guitar-string.com,MAKE_OFFER,yes,,,,
guldringar.com,MAKE_OFFER,yes,,,,
guyropes.com,MAKE_OFFER,yes,,,,
gym-bags.com,MAKE_OFFER,yes,,,,
gymproteins.com,MAKE_OFFER,yes,,,,
gynasyke.com,MAKE_OFFER,yes,,,,
hair-supplies-online.com,MAKE_OFFER,yes,,,,
